step,x,y,vx,vy,angle,angular_velocity,left_leg,right_leg,action,action_text,value,reward,success,crash,timeout
0,-0.002118778182193637,1.417576789855957,-0.21462686359882355,0.29585298895835876,0.0024619430769234896,0.04861617460846901,0.0,0.0,3,right_engine,1.339788794517517,2.0497251275598685,0,0,0
1,-0.004155540373176336,1.423648715019226,-0.20401081442832947,0.26986274123191833,0.002793792635202408,0.0066385045647621155,0.0,0.0,3,right_engine,1.3182522058486938,2.2095916355594354,0,0,0
2,-0.00612297048792243,1.4291186332702637,-0.19530871510505676,0.24310216307640076,0.001380170346237719,-0.02827533520758152,0.0,0.0,3,right_engine,1.309477686882019,2.1287296575428925,0,0,0
3,-0.008002758026123047,1.433995008468628,-0.1843237727880478,0.21673011779785156,-0.002234939020127058,-0.07230918109416962,0.0,0.0,3,right_engine,1.3023767471313477,1.554175453360217,0,0,0
4,-0.009816741570830345,1.4382728338241577,-0.17606934905052185,0.1901051551103592,-0.007501802872866392,-0.10534679889678955,0.0,0.0,3,right_engine,1.2979309558868408,1.3760884346170041,0,0,0
5,-0.011565303429961205,1.4419564008712769,-0.1678743064403534,0.16366438567638397,-0.014406939037144184,-0.13811549544334412,0.0,0.0,3,right_engine,1.2820338010787964,1.3571160917003635,0,0,0
6,-0.013229084201157093,1.4450381994247437,-0.15723870694637299,0.13685186207294464,-0.023439506068825722,-0.18066824972629547,0.0,0.0,3,right_engine,1.2708929777145386,1.182374266413292,0,0,0
7,-0.01480321865528822,1.447508692741394,-0.14601537585258484,0.10958460718393326,-0.0347195528447628,-0.2256217896938324,0.0,0.0,3,right_engine,1.2781763076782227,0.8362674786916966,0,0,0
8,-0.016291236504912376,1.44938063621521,-0.13522619009017944,0.08283189684152603,-0.04815329611301422,-0.2686994671821594,0.0,0.0,3,right_engine,1.252787470817566,0.526752210445353,0,0,0
9,-0.017689228057861328,1.4506549835205078,-0.12395566701889038,0.056049663573503494,-0.06383515149354935,-0.313666433095932,0.0,0.0,0,noop,1.2314543724060059,-0.7677287389652747,0,0,0
10,-0.019086647778749466,1.451332449913025,-0.12391086667776108,0.02936260960996151,-0.07951384037733078,-0.31360265612602234,0.0,0.0,0,noop,1.260204553604126,-1.232995641810362,0,0,0
11,-0.02048330381512642,1.4514133930206299,-0.12386691570281982,0.0026749037206172943,-0.09519032388925552,-0.3135583996772766,0.0,0.0,0,noop,1.2998921871185303,-1.7413096351827733,0,0,0
12,-0.0218792911618948,1.450897455215454,-0.1238236054778099,-0.02401350997388363,-0.11086414754390717,-0.3135053217411041,0.0,0.0,0,noop,1.3508070707321167,-2.221232328742957,0,0,0
13,-0.023274516686797142,1.4497846364974976,-0.12378086894750595,-0.05070265382528305,-0.1265353262424469,-0.31345194578170776,0.0,0.0,0,noop,1.4257453680038452,-2.6167748770173205,0,0,0
14,-0.02466898038983345,1.4480750560760498,-0.12373880296945572,-0.07739251106977463,-0.14220383763313293,-0.3133988380432129,0.0,0.0,0,noop,1.5248453617095947,-2.9097020433052023,0,0,0
15,-0.026062775403261185,1.4457684755325317,-0.12369745969772339,-0.10408305376768112,-0.15786968171596527,-0.3133458197116852,0.0,0.0,0,noop,1.6235140562057495,-3.110519126403659,0,0,0
16,-0.027455616742372513,1.4428648948669434,-0.12365685403347015,-0.13077428936958313,-0.17353291809558868,-0.3132929801940918,0.0,0.0,1,left_engine,1.6903260946273804,-3.60833696876591,0,0,0
17,-0.028925418853759766,1.4393832683563232,-0.13338802754878998,-0.15639689564704895,-0.18719518184661865,-0.27327004075050354,0.0,0.0,0,noop,1.7523260116577148,-3.056057167406834,0,0,0
18,-0.030394554138183594,1.4353035688400269,-0.13335391879081726,-0.18308429419994354,-0.20085608959197998,-0.2732428312301636,0.0,0.0,1,left_engine,1.8093022108078003,-3.4168315868748196,0,0,0
19,-0.03195323795080185,1.4306503534317017,-0.14465196430683136,-0.20837341248989105,-0.21218396723270416,-0.226578027009964,0.0,0.0,0,noop,1.8912506103515625,-2.843689328553637,0,0,0
20,-0.03351135179400444,1.4253987073898315,-0.14462432265281677,-0.23505637049674988,-0.22351107001304626,-0.22656217217445374,0.0,0.0,0,noop,1.9668902158737183,-2.8553874557159986,0,0,0
21,-0.03506889194250107,1.419548511505127,-0.14459650218486786,-0.2617398500442505,-0.23483596742153168,-0.22651803493499756,0.0,0.0,0,noop,2.0406110286712646,-2.8518206635927754,0,0,0
22,-0.03662576526403427,1.4130998849868774,-0.14456896483898163,-0.2884235084056854,-0.24615903198719025,-0.2264818698167801,0.0,0.0,1,left_engine,2.119204521179199,-2.94336258649477,0,0,0
23,-0.03826742246747017,1.4060847759246826,-0.15527884662151337,-0.31329187750816345,-0.25522714853286743,-0.181378573179245,0.0,0.0,0,noop,2.220710515975952,-2.5585790317138333,0,0,0
24,-0.039908695966005325,1.3984706401824951,-0.15525777637958527,-0.33997148275375366,-0.2642948031425476,-0.181369349360466,0.0,0.0,0,noop,2.2867395877838135,-2.629247081740459,0,0,0
25,-0.041553400456905365,1.3902368545532227,-0.15560898184776306,-0.36757218837738037,-0.2733613848686218,-0.181331604719162,0.0,0.0,0,noop,2.356299877166748,-2.4979681415166226,0,0,0
26,-0.04319801181554794,1.381404161453247,-0.15561172366142273,-0.3942454755306244,-0.28242790699005127,-0.18133047223091125,0.0,0.0,0,noop,2.420400619506836,-2.461056805741805,0,0,0
27,-0.04484224319458008,1.3719725608825684,-0.15561453998088837,-0.4209187626838684,-0.29149436950683594,-0.18132951855659485,0.0,0.0,0,noop,2.479325532913208,-2.420583590771116,0,0,0
28,-0.04648647457361221,1.361941933631897,-0.15561746060848236,-0.4475920498371124,-0.3005608022212982,-0.18132850527763367,0.0,0.0,1,left_engine,2.5382914543151855,-2.2968370809213057,0,0,0
29,-0.04821662977337837,1.3513562679290771,-0.16653695702552795,-0.47182655334472656,-0.30726608633995056,-0.13410577178001404,0.0,0.0,0,noop,2.6037678718566895,-2.08158828710782,0,0,0
30,-0.04994668811559677,1.340171217918396,-0.16653862595558167,-0.4984968602657318,-0.3139713406562805,-0.13410526514053345,0.0,0.0,0,noop,2.662407636642456,-2.035633135574841,0,0,0
31,-0.05167665332555771,1.328386664390564,-0.16654033958911896,-0.5251671075820923,-0.3206765651702881,-0.1341046690940857,0.0,0.0,0,noop,2.7254903316497803,-1.9879209405017662,0,0,0
32,-0.053406428545713425,1.3160027265548706,-0.16654208302497864,-0.5518373847007751,-0.32738175988197327,-0.1341041773557663,0.0,0.0,0,noop,2.7936549186706543,-1.9387220251011854,0,0,0
33,-0.05513610690832138,1.303019404411316,-0.1665438860654831,-0.5785076022148132,-0.33408695459365845,-0.13410362601280212,0.0,0.0,0,noop,2.8597471714019775,-1.8882856294363535,0,0,0
34,-0.056865692138671875,1.2894366979599,-0.16654571890830994,-0.6051777601242065,-0.34079211950302124,-0.1341031938791275,0.0,0.0,1,left_engine,2.9283299446105957,-1.6389485272855768,0,0,0
35,-0.05867042392492294,1.275305986404419,-0.1761414110660553,-0.629063606262207,-0.345334529876709,-0.09084813296794891,0.0,0.0,0,noop,2.9941306114196777,-1.5631816435986536,0,0,0
36,-0.06047515943646431,1.260575532913208,-0.17614227533340454,-0.6557319164276123,-0.34987694025039673,-0.09084801375865936,0.0,0.0,0,noop,3.059687614440918,-1.5108218630286672,0,0,0
37,-0.062279798090457916,1.245245337486267,-0.17614313960075378,-0.682400107383728,-0.3544193208217621,-0.09084787219762802,0.0,0.0,0,noop,3.1202945709228516,-1.4577673869351884,0,0,0
