step,x,y,vx,vy,angle,angular_velocity,left_leg,right_leg,action,action_text,value,reward,success,crash,timeout
0,-0.007550239562988281,1.3995953798294067,-0.76478111743927,-0.503348708152771,0.008755688555538654,0.173234224319458,0.0,0.0,3,right_engine,2.0179057121276855,-0.11006111012576866,0,0,0
1,-0.0150292394682765,1.3877025842666626,-0.7547279596328735,-0.5286226868629456,0.015505623072385788,0.13501203060150146,0.0,0.0,3,right_engine,2.0278818607330322,-0.07797149012389923,0,0,0
2,-0.022431563585996628,1.3752001523971558,-0.7450925707817078,-0.5557225942611694,0.02031773142516613,0.09625116735696793,0.0,0.0,3,right_engine,2.0373694896698,0.25981186344381624,0,0,0
3,-0.02974719926714897,1.3621052503585815,-0.7342262268066406,-0.5820351243019104,0.022945478558540344,0.05255971476435661,0.0,0.0,3,right_engine,2.0487594604492188,0.14266151777087657,0,0,0
4,-0.03699979931116104,1.3484089374542236,-0.7263209819793701,-0.608737051486969,0.023987578228116035,0.020844202488660812,0.0,0.0,3,right_engine,2.0614752769470215,0.6409236733171906,0,0,0
5,-0.04416313022375107,1.3341244459152222,-0.7151047587394714,-0.6348491311073303,0.022775636985898018,-0.02424100786447525,0.0,0.0,3,right_engine,2.084747314453125,0.7502035143127739,0,0,0
6,-0.0512453094124794,1.319252848625183,-0.7049365639686584,-0.6609171628952026,0.01952211931347847,-0.06507648527622223,0.0,0.0,3,right_engine,2.1045544147491455,0.7806089107337482,0,0,0
7,-0.0582585334777832,1.3037877082824707,-0.6962795257568359,-0.6872826218605042,0.014534100890159607,-0.0997694879770279,0.0,0.0,3,right_engine,2.128253221511841,1.1366967091905462,0,0,0
8,-0.06518669426441193,1.2877329587936401,-0.6856105327606201,-0.7134931087493896,0.007408774457871914,-0.14251932501792908,0.0,0.0,3,right_engine,2.145608425140381,0.9685388519727394,0,0,0
9,-0.07202310860157013,1.271077275276184,-0.6741095781326294,-0.7402350902557373,-0.002016031416133046,-0.18851357698440552,0.0,0.0,3,right_engine,2.1732029914855957,-0.808767258779908,0,0,0
10,-0.07877960056066513,1.2538262605667114,-0.6640895009040833,-0.7667601108551025,-0.013441444374620914,-0.2285291850566864,0.0,0.0,3,right_engine,2.208159923553467,-1.1107221534877272,0,0,0
11,-0.08547468483448029,1.23598313331604,-0.6564072370529175,-0.7932001948356628,-0.026396196335554123,-0.2591187357902527,0.0,0.0,3,right_engine,2.2703356742858887,-1.110197339329004,0,0,0
12,-0.09207753837108612,1.2175450325012207,-0.6448572874069214,-0.8198089599609375,-0.04165468364953995,-0.30519813299179077,0.0,0.0,3,right_engine,2.314925193786621,-1.4821185510227213,0,0,0
13,-0.09861717373132706,1.1985167264938354,-0.6369580030441284,-0.8462660312652588,-0.05847911536693573,-0.3365197777748108,0.0,0.0,3,right_engine,2.3377609252929688,-1.587619840341829,0,0,0
14,-0.10507955402135849,1.1788930892944336,-0.6273226141929626,-0.8730087280273438,-0.07722005993127823,-0.3748534321784973,0.0,0.0,2,main_engine,2.3972575664520264,1.2731183248072113,0,0,0
15,-0.1115439385175705,1.159726619720459,-0.6272928714752197,-0.8529415130615234,-0.09622635692358017,-0.38016074895858765,0.0,0.0,2,main_engine,2.3699257373809814,-0.835001429048009,0,0,0
16,-0.11805400997400284,1.1405119895935059,-0.6315001249313354,-0.8553540110588074,-0.11561134457588196,-0.3877350687980652,0.0,0.0,2,main_engine,2.358712911605835,1.366413809078051,0,0,0
17,-0.1243976578116417,1.121520757675171,-0.615388810634613,-0.8456341624259949,-0.13451845943927765,-0.378176212310791,0.0,0.0,2,main_engine,2.360621929168701,0.33009064384539216,0,0,0
18,-0.1305704116821289,1.1024450063705444,-0.5989269614219666,-0.8495739698410034,-0.15284918248653412,-0.3666476011276245,0.0,0.0,2,main_engine,2.3776464462280273,0.7783083902559553,0,0,0
19,-0.13678684830665588,1.0837682485580444,-0.6026702523231506,-0.8321436047554016,-0.17185579240322113,-0.3801667392253876,0.0,0.0,2,main_engine,2.310861349105835,1.3022121872726131,0,0,0
20,-0.14287185668945312,1.0653698444366455,-0.589727520942688,-0.8199867010116577,-0.19072496891021729,-0.37741729617118835,0.0,0.0,2,main_engine,2.3013193607330322,0.4351602977616949,0,0,0
21,-0.14888973534107208,1.0471198558807373,-0.582955002784729,-0.8136464357376099,-0.20972833037376404,-0.38010162115097046,0.0,0.0,2,main_engine,2.244051694869995,1.1931466780830078,0,0,0
22,-0.1549103707075119,1.0293715000152588,-0.5825920104980469,-0.7917044162750244,-0.2294551581144333,-0.3945719003677368,0.0,0.0,2,main_engine,2.1721670627593994,0.3431506234851554,0,0,0
23,-0.16087445616722107,1.0118123292922974,-0.5767217874526978,-0.783587634563446,-0.24948105216026306,-0.40055352449417114,0.0,0.0,2,main_engine,2.128676652908325,2.303766744488752,0,0,0
24,-0.16677990555763245,0.9950304627418518,-0.5701841711997986,-0.7494627237319946,-0.2702941596508026,-0.416299968957901,0.0,0.0,2,main_engine,2.084892511367798,-0.8066882359147087,0,0,0
25,-0.17264442145824432,0.9781954884529114,-0.5659404993057251,-0.7521488666534424,-0.29137635231018066,-0.42164358496665955,0.0,0.0,2,main_engine,1.983705997467041,2.0145847695946033,0,0,0
26,-0.17840757966041565,0.9620367288589478,-0.555268406867981,-0.7225320935249329,-0.313139945268631,-0.43527159094810486,0.0,0.0,2,main_engine,1.9647212028503418,-1.2357089873263647,0,0,0
27,-0.18420705199241638,0.9458955526351929,-0.5583217740058899,-0.7222269177436829,-0.3356490731239319,-0.45018333196640015,0.0,0.0,2,main_engine,1.8428956270217896,0.35231684874126473,0,0,0
28,-0.18984107673168182,0.9298889636993408,-0.5419245958328247,-0.7165615558624268,-0.35818204283714294,-0.4506598114967346,0.0,0.0,2,main_engine,1.8143396377563477,-1.0215073927508798,0,0,0
29,-0.1954970359802246,0.9139705300331116,-0.5435149073600769,-0.7131794691085815,-0.38155388832092285,-0.4674375653266907,0.0,0.0,2,main_engine,1.6658035516738892,0.011447881934782356,0,0,0
30,-0.20095773041248322,0.8980724215507507,-0.5243058204650879,-0.7125774025917053,-0.4047994911670685,-0.4649122655391693,0.0,0.0,2,main_engine,1.6339263916015625,0.17685524312058193,0,0,0
31,-0.20615191757678986,0.8821240663528442,-0.4983035922050476,-0.7150142192840576,-0.4275796115398407,-0.45560264587402344,0.0,0.0,2,main_engine,1.64463472366333,1.816522767846817,0,0,0
32,-0.21115049719810486,0.8667182922363281,-0.47837167978286743,-0.6914083957672119,-0.4509972333908081,-0.46835237741470337,0.0,0.0,1,left_engine,1.607058048248291,-3.2053920023610645,0,0,0
33,-0.2162163257598877,0.8507695198059082,-0.48719269037246704,-0.7152490615844727,-0.4723571240901947,-0.42719775438308716,0.0,0.0,2,main_engine,1.6333898305892944,0.48127380904533085,0,0,0
