step,x,y,vx,vy,angle,angular_velocity,left_leg,right_leg,action,action_text,value,reward,success,crash,timeout
0,0.007570171263068914,1.4010381698608398,0.7667668461799622,-0.4392163157463074,-0.00876519363373518,-0.17368397116661072,0.0,0.0,1,left_engine,2.071335554122925,-0.2734543203606552,0,0,0
1,0.015081214718520641,1.3905811309814453,0.7582719326019287,-0.464811772108078,-0.01585170440375805,-0.1417430341243744,0.0,0.0,1,left_engine,2.0648815631866455,0.18331136249440874,0,0,0
2,0.022494982928037643,1.3795160055160522,0.7460585832595825,-0.49184450507164,-0.020482400432229042,-0.09262246638536453,0.0,0.0,1,left_engine,2.0596237182617188,0.36686747188525826,0,0,0
3,0.029814910143613815,1.3678513765335083,0.7342939376831055,-0.5184598565101624,-0.022751590237021446,-0.045387886464595795,0.0,0.0,1,left_engine,2.081131935119629,0.5383293956995499,0,0,0
4,0.03704500198364258,1.3555941581726074,0.7230109572410583,-0.5447668433189392,-0.022754814475774765,-6.469507206929848e-05,0.0,0.0,1,left_engine,2.115570068359375,0.6901983198721393,0,0,0
5,0.04418659210205078,1.342734456062317,0.7119101285934448,-0.5715096592903137,-0.020533937960863113,0.04442162066698074,0.0,0.0,1,left_engine,2.1379692554473877,0.6328443461079314,0,0,0
6,0.0512632355093956,1.3292847871780396,0.7037738561630249,-0.5977146625518799,-0.01668088324368,0.07706835120916367,0.0,0.0,1,left_engine,2.153620719909668,1.1075525759733307,0,0,0
7,0.058246612548828125,1.3152413368225098,0.6920627355575562,-0.6241013407707214,-0.01048138365149498,0.1240011602640152,0.0,0.0,1,left_engine,2.182105302810669,1.2003253795876685,0,0,0
8,0.0651433914899826,1.3005921840667725,0.6812120676040649,-0.6510328054428101,-0.002113326219841838,0.16737651824951172,0.0,0.0,1,left_engine,2.214149236679077,-0.23493281088829462,0,0,0
9,0.07194719463586807,1.2853426933288574,0.6695637106895447,-0.6777725219726562,0.008583227172493935,0.21395079791545868,0.0,0.0,1,left_engine,2.247535467147827,-1.0305023371167,0,0,0
10,0.07867517322301865,1.269489049911499,0.6600635647773743,-0.7047286629676819,0.021176179870963097,0.2518821060657501,0.0,0.0,1,left_engine,2.269501209259033,-1.243039370940976,0,0,0
11,0.08532552421092987,1.2530250549316406,0.650324821472168,-0.7320041656494141,0.03571580722928047,0.2908192276954651,0.0,0.0,1,left_engine,2.292762041091919,-1.3369114270708724,0,0,0
12,0.09188194572925568,1.2359585762023926,0.6385670304298401,-0.7590082287788391,0.05260379612445831,0.3377911150455475,0.0,0.0,1,left_engine,2.3458664417266846,-1.5943566597106826,0,0,0
13,0.09834690392017365,1.2182927131652832,0.6271362900733948,-0.7859422564506531,0.07177111506462097,0.3833814561367035,0.0,0.0,2,main_engine,2.411726236343384,1.09740467835324,0,0,0
14,0.10482978820800781,1.20115065574646,0.6286236047744751,-0.7629280686378479,0.09127596020698547,0.39013293385505676,0.0,0.0,2,main_engine,2.3903608322143555,0.7902972706622904,0,0,0
15,0.11139993369579315,1.184617519378662,0.6366111040115356,-0.7361783981323242,0.11153475195169449,0.40521278977394104,0.0,0.0,2,main_engine,2.3604178428649902,1.979640445610255,0,0,0
16,0.11792125552892685,1.168837070465088,0.6315397620201111,-0.7030258178710938,0.13203738629817963,0.4100901484489441,0.0,0.0,2,main_engine,2.328261137008667,-0.15820235341839178,0,0,0
17,0.12438707053661346,1.153164029121399,0.6260061860084534,-0.6985374093055725,0.1525728702545166,0.41074714064598083,0.0,0.0,2,main_engine,2.3675479888916016,2.812349730026239,0,0,0
18,0.1305883377790451,1.1380857229232788,0.6002844572067261,-0.6723012924194336,0.17245236039161682,0.39762577414512634,0.0,0.0,2,main_engine,2.3557536602020264,2.1087460123678285,0,0,0
19,0.13664111495018005,1.1236318349838257,0.5855363607406616,-0.6448144316673279,0.192303866147995,0.3970659673213959,0.0,0.0,2,main_engine,2.323122024536133,2.786490582708308,0,0,0
20,0.1424606293439865,1.1098521947860718,0.5625811815261841,-0.6150605082511902,0.211844339966774,0.3908446431159973,0.0,0.0,2,main_engine,2.28401517868042,3.157672360361926,0,0,0
21,0.14805564284324646,1.0968987941741943,0.5403010249137878,-0.578578531742096,0.23129458725452423,0.38903969526290894,0.0,0.0,2,main_engine,2.231614828109741,-0.2531579973606199,0,0,0
22,0.15357407927513123,1.0840386152267456,0.532597541809082,-0.574705958366394,0.25089138746261597,0.39197030663490295,0.0,0.0,2,main_engine,2.2604918479919434,2.49086673180575,0,0,0
23,0.15881042182445526,1.0716978311538696,0.5048713088035583,-0.5517961978912354,0.27007946372032166,0.38379597663879395,0.0,0.0,2,main_engine,2.266096353530884,1.3714653733331488,0,0,0
24,0.16384181380271912,1.0596972703933716,0.4846225380897522,-0.5368878245353699,0.28912851214408875,0.3810151219367981,0.0,0.0,2,main_engine,2.2553579807281494,0.9637207435479069,0,0,0
25,0.16882315278053284,1.0482529401779175,0.479279100894928,-0.512492299079895,0.3085995316505432,0.38944011926651,0.0,0.0,2,main_engine,2.238535165786743,0.7737479165819365,0,0,0
26,0.1736270934343338,1.0370643138885498,0.46126922965049744,-0.5014580488204956,0.32846176624298096,0.3972453474998474,0.0,0.0,2,main_engine,2.256943702697754,1.4540800760734214,0,0,0
27,0.1781625747680664,1.0261651277542114,0.43483924865722656,-0.48878389596939087,0.34803345799446106,0.39143359661102295,0.0,0.0,0,noop,2.265869140625,-2.923208174209151,0,0,0
