step,x,y,vx,vy,angle,angular_velocity,left_leg,right_leg,action,action_text,value,reward,success,crash,timeout
0,0.007504844572395086,1.3991018533706665,0.7601394653320312,-0.5252833962440491,-0.008689415641129017,-0.17218294739723206,0.0,0.0,1,left_engine,2.211599588394165,0.07705445108791878,0,0,0
1,0.014923477545380592,1.3867191076278687,0.7482722401618958,-0.5503982305526733,-0.015022141858935356,-0.1266661137342453,0.0,0.0,1,left_engine,2.200350046157837,-0.024520088133782564,0,0,0
2,0.02226400375366211,1.3737289905548096,0.7384452819824219,-0.577384352684021,-0.019378038123250008,-0.08712594211101532,0.0,0.0,1,left_engine,2.197540760040283,0.20802905000792407,0,0,0
3,0.029522418975830078,1.3601367473602295,0.7281678915023804,-0.6041362881660461,-0.021671393886208534,-0.045871321111917496,0.0,0.0,1,left_engine,2.206942081451416,0.5350745485881714,0,0,0
4,0.036688994616270065,1.3459495306015015,0.7166276574134827,-0.6305416822433472,-0.021647706627845764,0.0004740695876535028,0.0,0.0,1,left_engine,2.2154247760772705,0.7549499689864672,0,0,0
5,0.043764688074588776,1.3311759233474731,0.7052302360534668,-0.6565709710121155,-0.019334660843014717,0.04626523330807686,0.0,0.0,1,left_engine,2.2330265045166016,0.5996431836996134,0,0,0
6,0.05077657848596573,1.3157988786697388,0.6972354650497437,-0.683371901512146,-0.015422401018440723,0.07825234532356262,0.0,0.0,1,left_engine,2.2474350929260254,1.0997901118942945,0,0,0
7,0.05769681930541992,1.2998292446136475,0.6857348084449768,-0.7097098231315613,-0.009205719456076622,0.12434516847133636,0.0,0.0,1,left_engine,2.2810802459716797,1.178417096861524,0,0,0
8,0.06453780829906464,1.2832679748535156,0.6757882833480835,-0.7360311150550842,-0.0009994263527914882,0.1641409695148468,0.0,0.0,1,left_engine,2.310472249984741,-0.6363094807055905,0,0,0
9,0.07131824642419815,1.2660977840423584,0.6682187914848328,-0.7631385922431946,0.008717366494238377,0.19435392320156097,0.0,0.0,1,left_engine,2.3239963054656982,-0.927859180153688,0,0,0
10,0.07803001254796982,1.2483230829238892,0.6596064567565918,-0.7900882959365845,0.020154060795903206,0.22875499725341797,0.0,0.0,1,left_engine,2.3442063331604004,-1.1128819680730533,0,0,0
11,0.08467674255371094,1.2299467325210571,0.6514603495597839,-0.8169568777084351,0.03321550413966179,0.26125285029411316,0.0,0.0,1,left_engine,2.405261993408203,-1.0910672414485976,0,0,0
12,0.09122457355260849,1.210972785949707,0.6390875577926636,-0.8437135219573975,0.048746537417173386,0.3106491267681122,0.0,0.0,2,main_engine,2.4801747798919678,3.3297089165403806,0,0,0
13,0.09756593406200409,1.192600965499878,0.6192360520362854,-0.8170761466026306,0.06348805874586105,0.2948579490184784,0.0,0.0,2,main_engine,2.454153060913086,0.4198740580087133,0,0,0
14,0.10382699966430664,1.1742104291915894,0.6114930510520935,-0.818039059638977,0.0779697522521019,0.2896603047847748,0.0,0.0,2,main_engine,2.467228889465332,1.307930728902943,0,0,0
15,0.11019201576709747,1.1563916206359863,0.6211181879043579,-0.792827308177948,0.09322506934404373,0.3051343262195587,0.0,0.0,2,main_engine,2.4429101943969727,1.934125743209688,0,0,0
16,0.11658267676830292,1.1392383575439453,0.6232174634933472,-0.7634360194206238,0.10896917432546616,0.3149110674858093,0.0,0.0,2,main_engine,2.408153533935547,2.740899097906447,0,0,0
17,0.12285156548023224,1.122748613357544,0.6112115383148193,-0.7340933084487915,0.12457628548145294,0.31217047572135925,0.0,0.0,2,main_engine,2.375441789627075,-0.34412649267032974,0,0,0
18,0.12920665740966797,1.1064249277114868,0.6191505193710327,-0.7269411683082581,0.14088064432144165,0.3261166512966156,0.0,0.0,2,main_engine,2.378727674484253,3.09760163746422,0,0,0
19,0.13543233275413513,1.090914249420166,0.6062331795692444,-0.6909914612770081,0.1572047472000122,0.3265115022659302,0.0,0.0,2,main_engine,2.334872245788574,0.18914800582400632,0,0,0
20,0.14170321822166443,1.0757158994674683,0.6101461052894592,-0.6773588061332703,0.17418210208415985,0.3395777940750122,0.0,0.0,2,main_engine,2.3398890495300293,0.8814532005514877,0,0,0
21,0.1477687805891037,1.0605435371398926,0.5902672410011292,-0.6763197183609009,0.1905541867017746,0.3274714946746826,0.0,0.0,2,main_engine,2.3642995357513428,1.5554905408182946,0,0,0
22,0.1536109894514084,1.0455567836761475,0.5685353875160217,-0.6681687235832214,0.20636892318725586,0.31632310152053833,0.0,0.0,2,main_engine,2.3670575618743896,2.419827100217657,0,0,0
