step,x,y,vx,vy,angle,angular_velocity,left_leg,right_leg,action,action_text,value,reward,success,crash,timeout
0,-0.00745811453089118,1.420485496520996,-0.7554396390914917,0.4250985383987427,0.008648842573165894,0.17111827433109283,0.0,0.0,3,right_engine,1.3824152946472168,0.5622431609298542,0,0,0
1,-0.014842510223388672,1.4294673204421997,-0.7451068758964539,0.3991437256336212,0.01523806806653738,0.13179704546928406,0.0,0.0,3,right_engine,1.3594679832458496,0.9586260007553744,0,0,0
2,-0.022132396697998047,1.437864065170288,-0.7332273721694946,0.37313300371170044,0.019433585926890373,0.0839182585477829,0.0,0.0,3,right_engine,1.334324598312378,0.7923949022743113,0,0,0
3,-0.02936096116900444,1.445654273033142,-0.7255483865737915,0.34619802236557007,0.02208947390317917,0.053122855722904205,0.0,0.0,3,right_engine,1.3180363178253174,1.2770343872862793,0,0,0
4,-0.036502934992313385,1.4528518915176392,-0.7146865725517273,0.3198862373828888,0.02256285957992077,0.009468620643019676,0.0,0.0,3,right_engine,1.3016655445098877,1.3958934122138384,0,0,0
5,-0.043566036969423294,1.4594569206237793,-0.704770028591156,0.29357701539993286,0.021045826375484467,-0.03034338913857937,0.0,0.0,3,right_engine,1.2886719703674316,1.6430810977790042,0,0,0
6,-0.050547026097774506,1.4654655456542969,-0.6944961547851562,0.26709607243537903,0.017469272017478943,-0.07153771072626114,0.0,0.0,3,right_engine,1.2811479568481445,1.9303033783130001,0,0,0
7,-0.05744180828332901,1.4708647727966309,-0.6836679577827454,0.24001814424991608,0.011728030629456043,-0.11483528465032578,0.0,0.0,3,right_engine,1.2693039178848267,1.9697398930675842,0,0,0
8,-0.06426019966602325,1.4756726026535034,-0.674084484577179,0.21371707320213318,0.0040690358728170395,-0.1531940996646881,0.0,0.0,3,right_engine,1.2611709833145142,1.172940693527836,0,0,0
9,-0.07099141925573349,1.4798705577850342,-0.6631731390953064,0.1865815669298172,-0.005770591087639332,-0.19681110978126526,0.0,0.0,3,right_engine,1.2581868171691895,0.04431013766111505,0,0,0
10,-0.07764120399951935,1.4834799766540527,-0.652965784072876,0.16033324599266052,-0.01764754019677639,-0.2375604808330536,0.0,0.0,3,right_engine,1.2628114223480225,-0.0025785778038584783,0,0,0
11,-0.08419303596019745,1.4864840507507324,-0.6406842470169067,0.13327988982200623,-0.031979192048311234,-0.2866596579551697,0.0,0.0,3,right_engine,1.2683451175689697,-0.6130328205173601,0,0,0
12,-0.0906803160905838,1.4888885021209717,-0.6326217651367188,0.10643334686756134,-0.04791642725467682,-0.31877416372299194,0.0,0.0,3,right_engine,1.278694748878479,-0.4964792168484269,0,0,0
13,-0.09707136452198029,1.4906902313232422,-0.6205768585205078,0.0793868824839592,-0.06625968217849731,-0.36689895391464233,0.0,0.0,3,right_engine,1.316319227218628,-0.9356620784629104,0,0,0
14,-0.10338211059570312,1.4918782711029053,-0.6105302572250366,0.051766734570264816,-0.08662082254886627,-0.40725988149642944,0.0,0.0,3,right_engine,1.3676320314407349,-1.3392621049687239,0,0,0
15,-0.10962648689746857,1.4924646615982056,-0.6022719740867615,0.0246232058852911,-0.10862983018159866,-0.44022074341773987,0.0,0.0,3,right_engine,1.4118155241012573,-1.269969500470096,0,0,0
16,-0.11577482521533966,1.4924348592758179,-0.5903061628341675,-0.003284039907157421,-0.13305602967739105,-0.48856884241104126,0.0,0.0,3,right_engine,1.465134620666504,-1.7421117150764462,0,0,0
17,-0.12184276431798935,1.4918017387390137,-0.5803534984588623,-0.03071017377078533,-0.15947651863098145,-0.5284577012062073,0.0,0.0,3,right_engine,1.5156675577163696,-2.1631299059569344,0,0,0
18,-0.12784461677074432,1.4905648231506348,-0.5722171068191528,-0.05821245536208153,-0.18753467500209808,-0.56121426820755,0.0,0.0,3,right_engine,1.5673214197158813,-2.3373233223652776,0,0,0
19,-0.13377198576927185,1.4887166023254395,-0.5630897879600525,-0.08616485446691513,-0.2174568772315979,-0.5984985828399658,0.0,0.0,3,right_engine,1.6239349842071533,-2.4378163642510615,0,0,0
20,-0.1396053284406662,1.4862476587295532,-0.5515228509902954,-0.11473996937274933,-0.24977217614650726,-0.6463643908500671,0.0,0.0,3,right_engine,1.7169137001037598,-2.85293830673251,0,0,0
21,-0.14535102248191833,1.4831581115722656,-0.5408521890640259,-0.1434110701084137,-0.28431737422943115,-0.690966784954071,0.0,0.0,3,right_engine,1.780643105506897,-3.345969424127189,0,0,0
22,-0.1510256826877594,1.4794487953186035,-0.5323205590248108,-0.17212410271167755,-0.32068881392478943,-0.7274951934814453,0.0,0.0,3,right_engine,1.8357205390930176,-3.469299672338194,0,0,0
23,-0.15661010146141052,1.475121259689331,-0.5215407013893127,-0.2009844332933426,-0.3593375086784363,-0.7730435132980347,0.0,0.0,0,noop,1.9607083797454834,-4.450948237071827,0,0,0
24,-0.16218852996826172,1.4702115058898926,-0.5214987993240356,-0.22779370844364166,-0.39797598123550415,-0.7728400826454163,0.0,0.0,2,main_engine,2.0959627628326416,-2.958875219111593,0,0,0
25,-0.16766062378883362,1.4652366638183594,-0.5115864276885986,-0.23155924677848816,-0.4364246129989624,-0.7690104246139526,0.0,0.0,1,left_engine,2.1901516914367676,-5.205631168274009,0,0,0
26,-0.17321757972240448,1.4597269296646118,-0.5224627256393433,-0.25565245747566223,-0.4729045629501343,-0.729598879814148,0.0,0.0,1,left_engine,2.305943727493286,-4.890550651753329,0,0,0
27,-0.17884913086891174,1.4536842107772827,-0.532588005065918,-0.27939093112945557,-0.507068395614624,-0.6832775473594666,0.0,0.0,1,left_engine,2.4079647064208984,-4.487323734602426,0,0,0
28,-0.1845317780971527,1.447095274925232,-0.5397210121154785,-0.30377572774887085,-0.5395587086677551,-0.6498063802719116,0.0,0.0,1,left_engine,2.491607904434204,-4.326998370108838,0,0,0
29,-0.1902756690979004,1.4399828910827637,-0.5482473969459534,-0.326870858669281,-0.5698850750923157,-0.6065268516540527,0.0,0.0,1,left_engine,2.57403302192688,-4.162321439816053,0,0,0
30,-0.19608870148658752,1.4323399066925049,-0.55756676197052,-0.35009709000587463,-0.5979342460632324,-0.5609829425811768,0.0,0.0,2,main_engine,2.6774022579193115,0.23381036847503084,0,0,0
31,-0.20164275169372559,1.4249415397644043,-0.5317330360412598,-0.339865118265152,-0.6264572143554688,-0.5704599618911743,0.0,0.0,1,left_engine,2.663043260574341,-3.8840135161058513,0,0,0
32,-0.20725302398204803,1.4170159101486206,-0.539509654045105,-0.3628960847854614,-0.6529091596603394,-0.5290394425392151,0.0,0.0,1,left_engine,2.742846965789795,-3.6693231803307342,0,0,0
33,-0.2129240483045578,1.4085661172866821,-0.5477666258811951,-0.3856210708618164,-0.6771398186683655,-0.48461276292800903,0.0,0.0,2,main_engine,2.828012228012085,-0.16148774867149313,0,0,0
34,-0.21828755736351013,1.3998597860336304,-0.5177350044250488,-0.3971409201622009,-0.700924813747406,-0.4756999611854553,0.0,0.0,1,left_engine,2.8554623126983643,-3.348303111356215,0,0,0
35,-0.2236991822719574,1.3906186819076538,-0.5243090987205505,-0.42038801312446594,-0.7228680849075317,-0.4388658106327057,0.0,0.0,2,main_engine,2.940242290496826,4.592549532569035,0,0,0
36,-0.22852563858032227,1.3820421695709229,-0.46570539474487305,-0.39134305715560913,-0.7453599572181702,-0.4498390555381775,0.0,0.0,1,left_engine,2.900423288345337,-3.278162512080796,0,0,0
37,-0.23340769112110138,1.3729424476623535,-0.47320395708084106,-0.4138338267803192,-0.7656766176223755,-0.40633425116539,0.0,0.0,1,left_engine,2.9869894981384277,-2.992522848137894,0,0,0
38,-0.23833617568016052,1.3633137941360474,-0.47953295707702637,-0.4366162419319153,-0.7840611934661865,-0.3676918148994446,0.0,0.0,1,left_engine,3.0628044605255127,-2.721021370116573,0,0,0
39,-0.24331197142601013,1.35316801071167,-0.48600730299949646,-0.4587276875972748,-0.8003113865852356,-0.3250037133693695,0.0,0.0,2,main_engine,3.1427114009857178,3.518830649089989,0,0,0
40,-0.24765901267528534,1.3430427312850952,-0.42377716302871704,-0.45762354135513306,-0.8159089684486389,-0.311952143907547,0.0,0.0,1,left_engine,3.1422088146209717,-2.427733907320173,0,0,0
41,-0.25204309821128845,1.3323975801467896,-0.42898187041282654,-0.4798819124698639,-0.8295785188674927,-0.2733905017375946,0.0,0.0,1,left_engine,3.214918851852417,-2.2785291711449234,0,0,0
42,-0.2564755082130432,1.3212273120880127,-0.4353383481502533,-0.502268373966217,-0.8411959409713745,-0.23234787583351135,0.0,0.0,2,main_engine,3.2900822162628174,3.617358752304381,0,0,0
43,-0.2602975368499756,1.3101158142089844,-0.37465330958366394,-0.4995328485965729,-0.8524458408355713,-0.22499775886535645,0.0,0.0,1,left_engine,3.2589526176452637,-2.003605653676884,0,0,0
44,-0.2641700208187103,1.2984904050827026,-0.3812965750694275,-0.5212476253509521,-0.8614120483398438,-0.17932480573654175,0.0,0.0,1,left_engine,3.357600688934326,-1.7851253756618621,0,0,0
45,-0.26809161901474,1.2863407135009766,-0.3876318633556366,-0.5435330271720886,-0.8682968616485596,-0.13769611716270447,0.0,0.0,1,left_engine,3.4058120250701904,-1.46170266386727,0,0,0
46,-0.27206262946128845,1.2736800909042358,-0.39412564039230347,-0.5650482177734375,-0.8728567957878113,-0.09119974821805954,0.0,0.0,2,main_engine,3.4463088512420654,2.9944730838214584,0,0,0
47,-0.2755112648010254,1.2609392404556274,-0.34211352467536926,-0.568461537361145,-0.8770917654037476,-0.08469906449317932,0.0,0.0,1,left_engine,3.4478373527526855,-1.1514850998354678,0,0,0
48,-0.2790054380893707,1.2476900815963745,-0.34817108511924744,-0.5898469090461731,-0.8790177702903748,-0.03851955384016037,0.0,0.0,2,main_engine,3.482323169708252,4.880763370722218,0,0,0
49,-0.28194838762283325,1.2348562479019165,-0.2925422489643097,-0.5718029141426086,-0.8817270994186401,-0.05418751761317253,0.0,0.0,1,left_engine,3.4085562229156494,-1.06831038973334,0,0,0
50,-0.28493890166282654,1.2215065956115723,-0.2987353801727295,-0.5935798287391663,-0.8822231292724609,-0.009920498356223106,0.0,0.0,1,left_engine,3.4789652824401855,-0.7577743167313133,0,0,0
51,-0.2879801392555237,1.2076499462127686,-0.3053582012653351,-0.6148495078086853,-0.8803030848503113,0.03840066120028496,0.0,0.0,1,left_engine,3.5086910724639893,-0.5215457604720928,0,0,0
52,-0.2910691797733307,1.19327712059021,-0.3115817904472351,-0.6366398930549622,-0.8761700987815857,0.08265972137451172,0.0,0.0,2,main_engine,3.536571979522705,3.3310162191439305,0,0,0
53,-0.29378437995910645,1.179003119468689,-0.273853063583374,-0.6325452327728271,-0.872584879398346,0.07170480489730835,0.0,0.0,1,left_engine,3.5039703845977783,-0.3847129337101751,0,0,0
54,-0.2965523600578308,1.1642060279846191,-0.2805614769458771,-0.6546763181686401,-0.8668248653411865,0.11520054191350937,0.0,0.0,2,main_engine,3.5299570560455322,2.0257245133718245,0,0,0
55,-0.2990507483482361,1.1492594480514526,-0.25346460938453674,-0.6614643335342407,-0.861316442489624,0.11016812175512314,0.0,0.0,1,left_engine,3.514671802520752,-0.023732740152211135,0,0,0
56,-0.30161237716674805,1.1338114738464355,-0.2616059482097626,-0.6823788285255432,-0.8530985713005066,0.16435767710208893,0.0,0.0,2,main_engine,3.5490543842315674,3.979987286487881,0,0,0
57,-0.3035053312778473,1.1183165311813354,-0.19529256224632263,-0.6841179132461548,-0.8441317677497864,0.1793351024389267,0.0,0.0,1,left_engine,3.5267229080200195,0.3618968213553171,0,0,0
58,-0.30545368790626526,1.1023156642913818,-0.20259277522563934,-0.7053879499435425,-0.8326707482337952,0.2292199432849884,0.0,0.0,2,main_engine,3.5560357570648193,4.9280747804158525,0,0,0
59,-0.306616872549057,1.0864821672439575,-0.12465468794107437,-0.6976639032363892,-0.8205171227455139,0.24307294189929962,0.0,0.0,1,left_engine,3.550757884979248,0.8371269986550101,0,0,0
60,-0.3078349530696869,1.0701582431793213,-0.13215161859989166,-0.7182168364524841,-0.8056504130363464,0.2973337471485138,0.0,0.0,1,left_engine,3.5669655799865723,1.0013647499422131,0,0,0
